Model,URL,Year,Price,Mileage,VehicleType,Make,Supplier,VATIncluded,Location,Price,confidence
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16504532-43f00624/,2005,1100000,,Refrigerator,SCHMITZ CARGOBULL,"ООО ""Трак""",,Екатеринбург,1616681.1165,434378.92912
SCB,https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16647568-c9bef79a/,2018,2430000,160000,Curtainsider,SCHMITZ CARGOBULL,Триера Трак,Цена с НДС,Дубровки,1971762.97958,290079.29727
SW 24,https://auto.ru/trailer/used/sale/schmitz_cargobull/sw_24/16195556-e076cda0/,2001,1100000,,Refrigerator,SCHMITZ CARGOBULL,,,Улан-Удэ,932664.90653,620511.31376
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16028928-449d62de/,2011,2400000,510000,Refrigerator,SCHMITZ CARGOBULL,Транзит-Дон Гипермаркет,,Ростов-на-Дону,1983074.28151,584129.95929
SCB,https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16536874-d48afa94/,2011,1100000,300000,Curtainsider,SCHMITZ CARGOBULL,,,Махачкала,1080966.59642,255593.65656
SD,https://auto.ru/trailer/used/sale/krone/sd/16622388-79d914ae/,2011,1250000,680000,Curtainsider,KRONE,Триера Трак,Цена с НДС,Дубровки,1089646.66977,244169.81409
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16653718-d7d44b4c/,2017,4470000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Москва,4245168.68554,603268.58292
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16643794-42d370c6/,2017,1870000,,Curtainsider,SCHMITZ CARGOBULL,BS-Truck,Цена с НДС,Набережные Челны,1904357.10333,224543.54337
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16635866-a4c53034/,2011,2400000,650000,Refrigerator,SCHMITZ CARGOBULL,Транзит-Дон Гипермаркет,,Ростов-на-Дону,2084797.18749,567411.84614
SD,https://auto.ru/trailer/used/sale/krone/sd/16503118-c2f3d529/,2012,1190000,,Curtainsider,KRONE,Глобал Трак Сейлс Москва,,Зеленоград,1090932.31355,248413.2828
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16647156-e67ac0d3/,2006,650000,,Curtainsider,SCHMITZ CARGOBULL,,,Далматово,696595.29071,174861.72834
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16159418-a88ac15a/,2002,1250000,1000,Refrigerator,SCHMITZ CARGOBULL,,,Ачинск,943787.36886,634245.40747
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16644432-3202022e/,2017,4430000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Екатеринбург,4245168.68554,603268.58292
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16380794-6e59af16/,2014,1700000,600000,Platform,SCHMITZ CARGOBULL,TELS Group,,Хоругвино,881591.60963,338281.45157
Profi Liner,https://auto.ru/trailer/used/sale/krone/profi_liner/16650258-4ebdc744/,2006,720000,400000,Curtainsider,KRONE,,,Ижевск,698784.83225,177044.11916
Profi Liner,https://auto.ru/trailer/used/sale/krone/profi_liner/16432862-8c086b54/,2007,750000,,Curtainsider,KRONE,,,Магнитогорск,715094.70338,180570.78678
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16635646-196074fd/,2017,4250000,235000,Refrigerator,SCHMITZ CARGOBULL,,,Псков,3863040.85395,362121.96792
SD,https://auto.ru/trailer/used/sale/krone/sd/16648116-eeb93db3/,2011,1050000,,Curtainsider,KRONE,,,Казань,1094041.22527,247004.20339
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16060084-4c193020/,2005,599000,500000,Curtainsider,KRONE,РУСАВТО Iveco Рязань,,Рязань,659205.31104,174411.17378
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16485238-fb810866/,2015,1700000,140000,Curtainsider,KOGEL,ТРАНСАЛЬЯНС Москва,,Солнечногорск,1507582.10229,230513.32888
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16573394-403fad54/,2008,745000,860000,Curtainsider,KRONE,,,Коркино,727440.02053,190064.76654
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16128964-57d52bff/,2017,2200000,163000,Curtainsider,SCHMITZ CARGOBULL,Группа ГРАССМАНН и ЛОМТЕВ,,Москва,1896942.15141,237595.19133
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16625264-a5232451/,2011,1200000,400000,Curtainsider,SCHMITZ CARGOBULL,,,Нижний Новгород,1081417.56989,251886.42118
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16611064-103d22e3/,2008,1950000,50,Refrigerator,SCHMITZ CARGOBULL,Юнион КРОНЕ Кимовск,,Кимовск,1575123.36307,460066.02705
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16612284-6ecca034/,2007,1000000,,Platform,KOGEL,,,Самара,706903.42736,189786.94981
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16495656-27bae3b6/,2007,800000,,Curtainsider,KOGEL,,,Липецк,715094.70338,180570.78678
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456144-ea095d52/,2010,2320000,,Refrigerator,SCHMITZ CARGOBULL,Юнион КРОНЕ Кимовск,,Кимовск,2069540.99296,682543.48709
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16579476-4176a102/,2010,2250000,,Refrigerator,SCHMITZ CARGOBULL,,,Орёл,2069540.99296,682543.48709
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630690-0a43df92/,2017,4650000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Москва,4245168.68554,603268.58292
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16590902-86517f55/,2005,505000,500000,Platform,KRONE,,,Сухой Лог,657604.72037,175999.28771
SD,https://auto.ru/trailer/used/sale/krone/sd/16536284-05b5e426/,2008,680000,,Curtainsider,KRONE,ГРУЗ СОЮЗ,,Москва,738016.54386,188427.52053
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456220-cb35a3b1/,2010,2140000,,Refrigerator,SCHMITZ CARGOBULL,Юнион КРОНЕ Кимовск,,Кимовск,2069540.99296,682543.48709
SPR,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16265426-a678f61e/,2001,450000,658415,Platform,SCHMITZ CARGOBULL,АГТ-Трейдинг,,Москва,530343.61306,178212.68291
SD,https://auto.ru/trailer/used/sale/krone/sd/16649716-66d7f9f2/,2008,700000,100000,Platform,KRONE,,,Санкт-Петербург,732134.92537,199096.20579
SD,https://auto.ru/trailer/used/sale/krone/sd/16654142-18c1f680/,2017,2150000,50000,Curtainsider,KRONE,M7 TRUCK Москва Юг,,Москва,1940598.26055,234103.77676
NS,https://auto.ru/trailer/used/sale/wielton/ns/16625318-a6ffe596/,2008,690000,299000,Platform,WIELTON,ТРАК ПЛАТФОРМА,,Люберцы,722738.63901,197754.95346
,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16652714-c158708b/,2018,2498000,50000,Curtainsider,MEUSBURGER,M7 TRUCK Москва,,Чёрная Грязь,1986547.82088,276578.62286
SD,https://auto.ru/trailer/used/sale/krone/sd/16622478-ce951150/,2012,1350000,680000,Curtainsider,KRONE,Триера Трак,Цена с НДС,Дубровки,1085117.95886,245416.83446
SCB,https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16649412-91c6efa2/,2017,2150000,160000,Curtainsider,SCHMITZ CARGOBULL,Триера Трак,Цена с НДС,Дубровки,1896942.15141,237595.19133
SNC024,https://auto.ru/trailer/used/sale/kogel/snc024/16621140-dccf9cfc/,2000,450000,,Curtainsider,KOGEL,,,Грязи,532277.67672,178409.40142
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16578694-ccd01c98/,2007,2000000,,Refrigerator,SCHMITZ CARGOBULL,СибТракСкан,,Новосибирск,1755120.90366,370812.17028
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16611158-1527e718/,2018,4490000,,Refrigerator,SCHMITZ CARGOBULL,Глобал Трак Сейлс Москва,Цена с НДС,Москва,4363655.38375,674691.25613
SD,https://auto.ru/trailer/used/sale/krone/sd/16640250-167603ae/,2006,850000,,Curtainsider,KRONE,Глобал Трак Сейлс Москва,Цена с НДС,Москва,695114.8625,174266.90301
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16632396-fccef6ba/,2007,645000,450000,Curtainsider,KOGEL,,,Липецк,714593.35882,183553.33377
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16558136-4b57ff13/,2008,1330000,760000,Platform,SCHMITZ CARGOBULL,,,Воронеж,723028.91631,199673.16757
SDC 27,https://auto.ru/trailer/used/sale/krone/sdc_27/16628542-cdcb4a94/,2003,250000,,Platform,KRONE,,,Екатеринбург,532277.67672,178409.40142
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16554342-f2b7483d/,2008,820000,875000,Curtainsider,SCHMITZ CARGOBULL,,,Вязьма,733732.18755,194922.86792
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16591740-01c89546/,2016,1750000,260000,Curtainsider,SCHMITZ CARGOBULL,Триера Трак,Цена с НДС,Дубровки,1800975.55411,192574.82527
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16617774-0797e3fb/,2005,750000,1000000,Platform,SCHMITZ CARGOBULL,,,Омск,645633.17142,175122.36924
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16640086-981f8e15/,2017,4430000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Екатеринбург,4245168.68554,603268.58292
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16631494-148e3166/,2010,1990000,,Refrigerator,SCHMITZ CARGOBULL,Глобал Трак Сейлс Москва,Цена с НДС,Москва,2069540.99296,682543.48709
SD,https://auto.ru/trailer/used/sale/krone/sd/16476342-24f7dfcb/,2011,2250000,800000,Refrigerator,KRONE,Монополия,,Санкт-Петербург,2035051.17259,620668.0187
SD,https://auto.ru/trailer/used/sale/krone/sd/16620392-8a31cc3e/,2007,850000,,Curtainsider,KRONE,,,Монино,715094.70338,180570.78678
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16409772-17952b31/,2014,749000,500,Platform,KOGEL,,,Москва,881591.60963,338281.45157
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16627578-02c8684d/,2014,920000,600,Platform,SCHMITZ CARGOBULL,,,Красноярск,881591.60963,338281.45157
,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16583792-557e3c57/,2015,1650000,,Curtainsider,MEUSBURGER,СТТ-АВТО,Цена с НДС,Домодедово,1506854.09418,231735.55009
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16431412-09783996/,2015,3450000,490000,Refrigerator,SCHMITZ CARGOBULL,M7 TRUCK Казань,,Новониколаевский,3287811.71004,300401.67969
SD,https://auto.ru/trailer/used/sale/krone/sd/16639840-303ca1c4/,2008,750000,111111,Curtainsider,KRONE,,,Нижний Новгород,740326.20139,189880.04276
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16518034-fe4f6ed2/,2008,750000,,Curtainsider,SCHMITZ CARGOBULL,PRO АВТО,,Люберцы,742398.15738,191393.11811
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16323380-8485dbb5/,2004,600000,500000,Curtainsider,KRONE,,,Великий Новгород,533824.09083,176900.21587
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16630906-1da25cb0/,2005,700000,635223,Curtainsider,SCHMITZ CARGOBULL,ООО ИТЕКО Россия,Цена с НДС,Нижний Новгород,660685.73925,175005.9991
SD,https://auto.ru/trailer/used/sale/krone/sd/16474594-7e1431e4/,2007,700000,500000,Curtainsider,KRONE,,,Смоленск,714593.35882,183553.33377
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456246-dc42b1c3/,2010,2140000,,Refrigerator,SCHMITZ CARGOBULL,Юнион КРОНЕ Кимовск,,Кимовск,2069540.99296,682543.48709
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16362064-7c44b256/,2017,4680000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Тосно,4245168.68554,603268.58292
SPR,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16653198-f42c5f0b/,2000,440000,,Platform,SCHMITZ CARGOBULL,,,Смоленск,532277.67672,178409.40142
SDR 27,https://auto.ru/trailer/used/sale/krone/sdr_27/16245188-3429e737/,2004,1100000,10000,Refrigerator,KRONE,Глобал Трак Сейлс Москва,,Зеленоград,1290808.9056,742903.63806
SD,https://auto.ru/trailer/used/sale/krone/sd/16629996-3930f699/,2008,725000,700000,Curtainsider,KRONE,,,Екатеринбург,729502.9372,189812.47588
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478080-17ffa5d9/,2017,4150000,460000,Refrigerator,SCHMITZ CARGOBULL,ГРИН ЛАЙН,,Смоленск,3914255.35494,409246.04983
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16642916-b04ec9e9/,2008,1650000,100000,Refrigerator,SCHMITZ CARGOBULL,,,Воронеж,1816302.14144,472343.13215
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16569572-bb198fe0/,2007,2150000,,Refrigerator,SCHMITZ CARGOBULL,Глобал Трак Сейлс Москва,,Москва,1755120.90366,370812.17028
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16555106-1949eaff/,2006,550000,850000,Curtainsider,KRONE,РУСАВТО Iveco Рязань,,Рязань,689281.46515,174016.99063
SD,https://auto.ru/trailer/used/sale/krone/sd/16627392-8be64e66/,2017,2050000,145000,Curtainsider,KRONE,Группа Милан,Цена с НДС,Санкт-Петербург,1924877.29223,218687.82717
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16652752-19999a0d/,2011,1060000,400000,Curtainsider,KRONE,,,Москва,1084226.23813,246790.79666
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16639842-ba4c352e/,2015,1390000,600000,Curtainsider,SCHMITZ CARGOBULL,,,Серебряные Пруды,1485445.25953,231607.1133
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16575144-38422d5b/,2008,780000,,Platform,KOGEL,GROSS AUTO,Цена с НДС,Москва,729825.26784,197643.68356
SDR 27,https://auto.ru/trailer/used/sale/krone/sdr_27/16273164-cd6c7fb7/,2003,1370000,500000,Refrigerator,KRONE,,,Ставрополь,1175156.16699,631518.22742
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16629520-a403829e/,2012,1250000,10,Curtainsider,SCHMITZ CARGOBULL,700 МАШИН,,Елино,1131241.94819,264046.3374
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16553972-9b4dc319/,2008,955000,,Curtainsider,SCHMITZ CARGOBULL,GROSS AUTO,,Москва,742398.15738,191393.11811
NS,https://auto.ru/trailer/used/sale/wielton/ns/16545940-388dc9e3/,2012,950000,500000,Platform,WIELTON,,,Санкт-Петербург,978808.07183,267794.0581
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16633612-e272f9cc/,2006,790000,700000,Curtainsider,KRONE,,,Рязань,692672.57465,174673.86357
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16574228-06ea9553/,2011,950000,200000,Curtainsider,KOGEL,ТРАК ПЛАТФОРМА,,Люберцы,1002378.59552,268353.15344
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16569782-7256a787/,2018,5010000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Москва,4363655.38375,674691.25613
S24,https://auto.ru/trailer/used/sale/kogel/s24/16604810-200fa7c8/,2018,4200000,176000,Refrigerator,KOGEL,СТТ-АВТО,Цена с НДС,Домодедово,4141348.62867,446343.35148
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16633546-56ce5974/,2010,2400000,650,Refrigerator,SCHMITZ CARGOBULL,,,Пенза,1793588.18244,535514.93338
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16519150-60db95e3/,2010,1790000,,Refrigerator,SCHMITZ CARGOBULL,Глобал Трак Сейлс Москва,,Зеленоград,2069540.99296,682543.48709
,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16637390-7f897995/,2015,1600000,360000,Curtainsider,MEUSBURGER,Триера Трак,,Дубровки,1491651.26315,228636.75336
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16364802-c2bb32a1/,2006,1700000,520,Refrigerator,SCHMITZ CARGOBULL,,,Донецк,1681781.62425,362628.62666
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16611750-c42d517b/,2008,749000,500000,Curtainsider,KOGEL,,,Набережные Челны,735638.169,190140.7121
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16639968-e999d09d/,2004,1100000,,Refrigerator,SCHMITZ CARGOBULL,КОМПАНИЯ АВТОМОБИЛИЯ,,Ярославль,1449634.00272,518684.28978
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16562000-9781df76/,2016,2030000,170000,Curtainsider,SCHMITZ CARGOBULL,,,Липецкая область,1804850.6993,195017.49125
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16612580-f0cc6871/,2000,1150000,,Refrigerator,SCHMITZ CARGOBULL,,,Тверь,932664.90653,620511.31376
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16639060-cf688625/,2018,4840000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Москва,4363655.38375,674691.25613
SD,https://auto.ru/trailer/used/sale/krone/sd/16652664-d0088cf1/,2018,3980000,150000,Refrigerator,KRONE,,,Тула,4140342.87978,445560.47982
9746,https://auto.ru/trailer/used/sale/tonar/9746/16327520-3e3a89f4/,2017,2500000,,Refrigerator,TONAR,,,Бугульма,3159234.61978,635809.19354
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16598622-8a55c833/,2006,790000,600000,Platform,SCHMITZ CARGOBULL,,,Александров,693817.34862,178742.88324
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16054624-758fe679/,2007,690000,485000,Platform,KRONE,Транзит-Дон Гипермаркет,,Ростов-на-Дону,706402.0828,192769.4968
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16636890-66584e02/,2014,3690000,,Refrigerator,SCHMITZ CARGOBULL,ГРУЗ СОЮЗ,,Москва,3242933.56277,372039.36689
Kassbohrer,https://auto.ru/trailer/used/sale/kaessbohrer/kaessbohrer/16587768-3d5dcb86/,2012,990000,150000,Curtainsider,KAESSBOHRER,,,Боровск,1091112.61811,273474.47839
SD,https://auto.ru/trailer/used/sale/krone/sd/16415429-e0136799/,2008,669000,,Curtainsider,KRONE,PRO АВТО,,Люберцы,738016.54386,188427.52053
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16388128-a6c68583/,2011,1650000,,Curtainsider,SCHMITZ CARGOBULL,,,Ульяновск,1089069.57024,252019.88112
Profi Liner,https://auto.ru/trailer/used/sale/krone/profi_liner/16353024-4cbb030f/,2017,2100000,90000,Curtainsider,KRONE,ООО Группа Авто,Цена с НДС,Рязань,1930110.59467,217383.43832
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16652068-cc7922c4/,2005,700000,1229742,Curtainsider,SCHMITZ CARGOBULL,ООО ИТЕКО Россия,Цена с НДС,Нижний Новгород,647233.76209,173534.2553
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16578934-d6bf57a6/,2015,3695000,450000,Refrigerator,SCHMITZ CARGOBULL,Транзит-Дон Гипермаркет,,Ростов-на-Дону,3287811.71004,300401.67969
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16520094-f00e109e/,2006,1650000,,Refrigerator,SCHMITZ CARGOBULL,,,Омск,1758000.90366,369288.98076
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16635076-252c0d40/,2010,1120000,500000,Curtainsider,KOGEL,Вест Групп,,Красногорск,875686.97511,329519.43982
SPR,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16616696-6633b4df/,2005,800000,,Curtainsider,SCHMITZ CARGOBULL,,,Санкт-Петербург,656557.53163,171301.58242
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16410776-f4f5c60c/,2005,580000,222333,Curtainsider,KRONE,,,Краснодар,659205.31104,174411.17378
SD,https://auto.ru/trailer/used/sale/krone/sd/16557740-7254ce50/,2018,4890000,,Refrigerator,KRONE,РБА-Урал Пермь,Цена с НДС,,4282041.43839,676626.04889
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16653650-7fd80710/,2019,2490000,70000,Curtainsider,SCHMITZ CARGOBULL,Вираж,Цена с НДС,Санкт-Петербург,1995732.99715,280414.65752
SCB,https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16552416-2997ee4a/,2017,2190000,135000,Curtainsider,SCHMITZ CARGOBULL,Триера Трак,,Дубровки,1906056.32052,233177.41967
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630068-a0d3a725/,2019,5250000,180000,Refrigerator,SCHMITZ CARGOBULL,,,Ижевск,4196064.30028,485666.96477
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16652674-18b5941e/,2004,570000,,Curtainsider,KRONE,BS-Truck,,Набережные Челны,535758.15449,177096.93438
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630678-f5fed700/,2017,4660000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Тосно,4245168.68554,603268.58292
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16622494-66f179aa/,2018,5700000,25000,Refrigerator,SCHMITZ CARGOBULL,Вест Групп,Цена с НДС,Красногорск,4417383.85189,632770.99706
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16343884-9d05560a/,2006,700000,600000,Platform,KRONE,,,Смоленск,692336.92041,178148.05791
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16632104-cc4bb22c/,2012,1350000,,Curtainsider,SCHMITZ CARGOBULL,,,Ачинск,1083790.9509,255973.14381
Cool Liner,https://auto.ru/trailer/used/sale/krone/cool_liner/16609611-ad60ec64/,2019,4760000,160000,Refrigerator,KRONE,Группа Милан,Цена с НДС,Санкт-Петербург,4181729.54645,481853.74751
NS,https://auto.ru/trailer/used/sale/wielton/ns/16299278-11fb6862/,2011,1180000,777,Curtainsider,WIELTON,ООО Кубань-Скан,Цена с НДС,Краснодар,1131277.46533,261895.11785
,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16649954-c58c6284/,2015,1730000,600000,Curtainsider,MEUSBURGER,M7 TRUCK Москва Юг,,Москва,1485445.25953,231607.1133
SD,https://auto.ru/trailer/used/sale/krone/sd/16608484-0a9f50ca/,2008,920000,600000,Curtainsider,KRONE,,,Михайловка,734105.58147,188075.29874
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16646798-f3172c78/,2018,4350000,200000,Refrigerator,SCHMITZ CARGOBULL,Вираж,Цена с НДС,Санкт-Петербург,4174042.07805,466772.92721
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456210-d451dcb5/,2010,2140000,,Refrigerator,SCHMITZ CARGOBULL,Юнион КРОНЕ Кимовск,,Кимовск,2069540.99296,682543.48709
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16302278-d50a21e3/,2005,650000,,Platform,SCHMITZ CARGOBULL,,,Калининград,654956.94095,172889.69635
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16648298-b59398a9/,2006,700000,1000000,Curtainsider,KOGEL,,,Сарапул,689281.46515,174016.99063
Cool Liner,https://auto.ru/trailer/used/sale/krone/cool_liner/16611194-0382328d/,2017,3850000,,Refrigerator,KRONE,,,Сокол,4108154.49188,641551.64248
SD,https://auto.ru/trailer/used/sale/krone/sd/16631284-c4a55117/,2011,1100000,,Curtainsider,KRONE,BS-Truck,Цена с НДС,,1094041.22527,247004.20339
Profi Liner,https://auto.ru/trailer/used/sale/krone/profi_liner/16639272-a9cb5b05/,2008,940000,,Curtainsider,KRONE,Транзит-Дон Москва,Цена с НДС,Москва,738016.54386,188427.52053
SDR 27,https://auto.ru/trailer/used/sale/krone/sdr_27/16318248-fd8c8245/,2005,890000,,Refrigerator,KRONE,,,Владивосток,1353851.93424,689883.61677
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16593592-f5a39ebb/,2012,1200000,500000,Curtainsider,KOGEL,,,Владимир,1059832.51978,238825.60498
NS,https://auto.ru/trailer/used/sale/wielton/ns/16332676-d7566083/,2012,1200000,,Curtainsider,WIELTON,,,Смоленск,1081838.68278,253801.27916
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16640034-beceb8f6/,2008,800000,900000,Curtainsider,SCHMITZ CARGOBULL,M7 TRUCK Уфа,,Авдон,733732.18755,194922.86792
SD,https://auto.ru/trailer/used/sale/krone/sd/16596308-32b38477/,2012,2500000,,Refrigerator,KRONE,ГРУЗ СОЮЗ,Цена с НДС,Москва,2144175.37357,947664.3851
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16646130-51e8915e/,2011,900000,700000,Curtainsider,KRONE,M7 TRUCK Набережные Челны,,,1078919.61173,247389.19779
SD,https://auto.ru/trailer/used/sale/krone/sd/16637834-dc906395/,2007,600000,100000,Platform,KRONE,,,Санкт-Петербург,709281.70249,192423.26499
SPR,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16517118-739c38fd/,2012,900000,299000,Curtainsider,SCHMITZ CARGOBULL,ТРАК ПЛАТФОРМА,Цена с НДС,Люберцы,1034092.94495,291070.09227
NS,https://auto.ru/trailer/used/sale/wielton/ns/16522050-0b2fdb08/,2004,899000,,Refrigerator,WIELTON,ООО Кварта-Трейд,,Ростов-на-Дону,1179156.92983,531251.07575
9746,https://auto.ru/trailer/used/sale/tonar/9746/16604482-35700492/,2008,490000,1027000,Platform,TONAR,,,Москва,641937.1851,281897.06972
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16652766-25673a3f/,2018,5071000,,Refrigerator,SCHMITZ CARGOBULL,АЙС КУБ,,Солнечногорск,4363655.38375,674691.25613
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456202-8f113240/,2010,2140000,,Refrigerator,SCHMITZ CARGOBULL,Юнион КРОНЕ Кимовск,,Кимовск,2069540.99296,682543.48709
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16647178-2cdd2cd8/,2000,480000,100,Curtainsider,SCHMITZ CARGOBULL,,,Бежецк,563804.14068,202708.74396
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16639056-b3403acd/,2018,4820000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Москва,4363655.38375,674691.25613
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630684-00b16dd8/,2018,5040000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Москва,4363655.38375,674691.25613
SDR 27,https://auto.ru/trailer/used/sale/krone/sdr_27/16320616-1ba9a3cf/,2003,1550000,600000,Refrigerator,KRONE,,,Тында,1266374.03135,709333.86884
